CVD_ID,Date_Published,Date_Modified,Vendor,Product,Attack_Vector,Attack_Complexity,User_Interaction,Privileges_Required,Confidentiality_Impact,Integrity_Impact,Availability_Impact
CVE-2018-7278,2018-02-21T01:29Z,2018-03-21T13:21Z,rletech,fds-pc-dp_firmware,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7279,2018-03-14T13:29Z,2018-04-10T13:39Z,alienvault,open_source_security_information_management,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7280,2018-02-21T16:29Z,2018-03-05T15:56Z,ninjaforms,ninja_forms,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7281,2018-02-21T22:29Z,2018-03-18T14:21Z,cactusvpn,cactusvpn,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7284,2018-02-22T00:29Z,2018-03-19T14:54Z,digium,asterisk,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7285,2018-02-22T00:29Z,2018-03-21T12:56Z,digium,asterisk,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7286,2018-02-22T00:29Z,2018-03-18T14:03Z,digium,asterisk,NETWORK,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-7287,2018-02-22T00:29Z,2018-03-19T16:19Z,digium,asterisk,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7289,2018-02-21T18:29Z,2018-03-17T10:35Z,teclib-edition,armadito_antivirus,LOCAL,LOW,REQUIRED,NONE,NONE,LOW,NONE
CVE-2018-7290,2018-03-09T20:29Z,2018-03-27T15:07Z,tiki,tikiwiki_cms/groupware,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-7295,2018-05-23T12:29Z,2018-06-26T18:09Z,square-enix,final_fantasy_xiv,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7296,2018-02-22T19:29Z,2018-03-18T16:08Z,eq-3,homematic_central_control_unit_ccu2_firmware,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-7297,2018-02-22T19:29Z,2018-04-02T01:29Z,eq-3,homematic_central_control_unit_ccu2_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7298,2018-02-22T19:29Z,2018-03-19T14:32Z,eq-3,homematic_central_control_unit_ccu2_firmware,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7299,2018-02-22T19:29Z,2018-03-19T14:54Z,eq-3,homematic_central_control_unit_ccu2_firmware,ADJACENT_NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7300,2018-02-22T19:29Z,2018-04-02T01:29Z,eq-3,homematic_central_control_unit_ccu2_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7301,2018-02-22T19:29Z,2018-03-18T14:18Z,eq-3,homematic_central_control_unit_ccu2_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7302,2018-02-21T20:29Z,2018-03-12T15:35Z,tiki,tiki,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-7303,2018-02-21T20:29Z,2018-03-13T15:08Z,tiki,tikiwiki_cms/groupware,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-7304,2018-02-21T20:29Z,2018-03-12T15:32Z,tiki,tiki,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7305,2018-02-21T20:29Z,2018-03-16T17:45Z,mybb,mybb,NETWORK,LOW,NONE,HIGH,NONE,HIGH,NONE
CVE-2018-7307,2018-03-06T15:29Z,2018-03-28T22:04Z,,,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7308,2018-02-21T21:29Z,2018-03-16T17:48Z,hosting_project,hosting,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7311,2018-02-21T22:29Z,2018-03-18T14:12Z,privatevpn,privatevpn,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7312,2018-02-22T19:29Z,2018-03-02T14:56Z,alexandriabooklibrary,alexandria_book_library,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7313,2018-02-22T14:29Z,2018-03-05T15:57Z,cwjoomla,cw_tags,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7314,2018-02-22T19:29Z,2018-03-06T13:58Z,mlwebtechnologies,prayercenter,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7315,2018-02-22T19:29Z,2018-03-02T14:52Z,ek_rishta_project,ek_rishta,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7316,2018-02-22T19:29Z,2018-03-13T15:11Z,christianwebministries,proclaim,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7317,2018-02-22T19:29Z,2018-03-13T15:12Z,christianwebministries,proclaim,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7318,2018-02-22T19:29Z,2018-03-02T14:51Z,belitsoft,checklist,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7319,2018-02-22T19:29Z,2018-03-02T14:49Z,os_property_real_estate_project,os_property_real_estate,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7320,2018-02-23T22:29Z,2018-06-06T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7321,2018-02-23T22:29Z,2018-03-07T20:40Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7322,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7323,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7324,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7325,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7326,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7327,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7328,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7329,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7330,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7331,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7332,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7333,2018-02-23T22:29Z,2018-03-04T02:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7334,2018-02-23T22:29Z,2018-06-06T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7335,2018-02-23T22:29Z,2018-06-06T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7336,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7337,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7339,2018-02-23T14:29Z,2018-03-18T14:04Z,mp4v2_project,mp4v2,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7405,2018-03-13T19:29Z,2018-04-09T17:41Z,zohocorp,manageengine_eventlog_analyzer,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7406,2018-05-24T21:29Z,2018-06-08T17:14Z,foxitsoftware,phantompdf,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7407,2018-05-24T21:29Z,2018-06-08T17:14Z,foxitsoftware,phantompdf,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7408,2018-02-22T18:29Z,2018-03-20T19:19Z,npmjs,npm,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7409,2018-02-22T18:29Z,2018-03-20T19:18Z,unixodbc,unixodbc,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7417,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7418,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7419,2018-02-23T22:29Z,2018-06-06T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7420,2018-02-23T22:29Z,2018-04-20T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7421,2018-02-23T22:29Z,2018-03-09T16:21Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7422,2018-03-19T14:29Z,2018-04-18T18:03Z,siteeditor,site_editor,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7433,2018-03-02T20:29Z,2018-03-17T00:42Z,ithemes,security,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7434,2018-02-24T03:29Z,2018-03-12T15:55Z,zzcms,zzcms,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-7435,2018-02-23T21:29Z,2018-08-13T21:48Z,,,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7436,2018-02-23T21:29Z,2018-08-13T21:48Z,,,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7437,2018-02-23T21:29Z,2018-08-13T21:48Z,,,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7438,2018-02-23T21:29Z,2018-08-13T21:48Z,,,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7439,2018-02-23T21:29Z,2018-08-13T21:48Z,,,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7440,2018-02-23T21:29Z,2018-03-17T10:30Z,leptonica,leptonica,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7441,2018-02-23T21:29Z,2018-03-19T16:17Z,leptonica,leptonica,LOCAL,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7442,2018-02-23T21:29Z,2018-03-17T10:30Z,leptonica,leptonica,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-7443,2018-02-23T22:29Z,2018-06-14T01:29Z,imagemagick,imagemagick,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7445,2018-03-19T21:29Z,2018-04-24T14:53Z,mikrotik,routeros,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7447,2018-02-24T02:29Z,2018-03-12T17:59Z,mojoportal,mojoportal,NETWORK,LOW,REQUIRED,HIGH,LOW,LOW,NONE
CVE-2018-7448,2018-02-26T17:29Z,2018-03-22T12:52Z,cmsmadesimple,cms_made_simple,NETWORK,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7449,2018-03-04T01:29Z,2018-05-30T01:29Z,segger,embos/ip_ftp_server,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7452,2018-02-24T06:29Z,2018-03-17T10:23Z,xpdfreader,xpdf,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7453,2018-02-24T06:29Z,2018-03-17T10:23Z,xpdfreader,xpdf,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7454,2018-02-24T06:29Z,2018-03-17T10:23Z,xpdfreader,xpdf,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7455,2018-02-24T06:29Z,2018-03-17T10:22Z,xpdfreader,xpdf,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7456,2018-02-24T06:29Z,2018-07-04T01:29Z,libtiff,libtiff,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7463,2018-02-26T13:29Z,2018-03-17T10:38Z,asanhamayesh,asanhamayesh_cms,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7465,2018-04-26T19:29Z,2018-06-06T12:50Z,virtuemart,virtuemart,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-7466,2018-02-25T07:29Z,2018-03-30T01:29Z,testlink,testlink,NETWORK,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7467,2018-02-27T21:29Z,2018-03-23T14:03Z,axxonsoft,next,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7469,2018-02-28T15:29Z,2018-03-16T19:03Z,entrepreneur_job_portal_script_project,entrepreneur_job_portal_script,NETWORK,LOW,REQUIRED,HIGH,LOW,LOW,NONE
CVE-2018-7470,2018-02-25T07:29Z,2018-03-17T10:19Z,imagemagick,imagemagick,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7471,2018-02-25T07:29Z,2018-03-17T10:33Z,bj-tct,kingview,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7472,2018-02-25T07:29Z,2018-03-18T10:53Z,invt,studio,LOCAL,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-7473,2018-03-07T15:29Z,2018-03-28T22:13Z,sowifi,connect_so_wifi_hotspot_firmware,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7474,2018-03-14T14:29Z,2018-04-11T17:37Z,textpattern,textpattern,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7475,2018-06-30T14:29Z,2018-08-21T15:58Z,icewrap,mail_server,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7476,2018-02-25T19:29Z,2018-03-16T18:28Z,finecms,finecms,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7477,2018-02-28T07:29Z,2018-03-18T10:53Z,school_management_script_project,school_management_script,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7479,2018-02-26T03:29Z,2018-07-24T13:58Z,yzmcms,yzmcms,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-7480,2018-02-25T20:29Z,2018-05-24T01:29Z,linux,linux_kernel,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7482,2018-02-28T07:29Z,2018-03-23T16:13Z,joomlaworks,k2,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7484,2018-02-26T02:29Z,2018-03-17T00:22Z,purevpn,purevpn,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7485,2018-02-26T14:29Z,2018-03-16T19:38Z,unixodbc,unixodbc,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7486,2018-02-26T14:29Z,2018-03-22T13:00Z,,,NETWORK,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-7487,2018-02-26T15:29Z,2018-04-08T01:29Z,sam2p_project,sam2p,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7489,2018-02-26T15:29Z,2018-07-19T01:29Z,fasterxml,jackson-databind,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7490,2018-02-26T22:29Z,2018-03-23T15:24Z,debian,debian_linux,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7491,2018-02-26T17:29Z,2018-03-22T12:55Z,prestashop,prestashop,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-7492,2018-02-26T20:29Z,2018-06-16T01:29Z,linux,linux_kernel,LOCAL,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-7493,2018-03-05T20:29Z,2018-03-27T17:54Z,cactusvpn,cactusvpn,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7494,2018-05-04T19:29Z,2018-06-06T14:54Z,deltaww,wplsoft,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7495,2018-05-15T22:29Z,2018-06-18T14:21Z,advantech,webaccess,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-7496,2018-03-14T18:29Z,2018-04-10T15:27Z,osisoft,pi_vision,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-7497,2018-05-15T22:29Z,2018-06-18T14:23Z,advantech,webaccess,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7498,2018-03-28T17:29Z,2018-04-23T14:26Z,philips,alice_6_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7499,2018-05-15T22:29Z,2018-06-18T14:28Z,advantech,webaccess,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7500,2018-03-14T18:29Z,2018-06-13T16:38Z,osisoft,pi_vision,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7501,2018-05-15T22:29Z,2018-06-18T14:15Z,advantech,webaccess,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7502,2018-03-23T17:29Z,2018-05-23T01:29Z,beckhoff,twincat,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7503,2018-05-15T22:29Z,2018-06-18T14:28Z,advantech,webaccess,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7504,2018-03-14T18:29Z,2018-04-10T18:25Z,osisoft,pi_vision,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7505,2018-05-15T22:29Z,2018-06-18T14:31Z,advantech,webaccess,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7506,2018-04-06T14:29Z,2018-05-15T13:27Z,moxa,mxview,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7507,2018-05-04T19:29Z,2018-06-06T17:24Z,deltaww,wplsoft,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7508,2018-03-14T18:29Z,2018-06-13T16:23Z,osisoft,pi_vision,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7509,2018-05-04T19:29Z,2018-06-06T15:12Z,deltaww,wplsoft,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7510,2018-06-06T20:29Z,2018-08-01T16:13Z,,,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7511,2018-03-20T16:29Z,2018-04-18T18:37Z,eaton,elcsoft,LOCAL,LOW,REQUIRED,NONE,LOW,LOW,LOW
CVE-2018-7512,2018-03-22T18:29Z,2018-04-18T14:50Z,geutebrueck,g-cam/efd-2250_firmware,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7513,2018-03-21T20:29Z,2018-04-11T17:58Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7514,2018-04-17T19:29Z,2018-05-22T16:40Z,omron,cx-flnet,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7515,2018-03-21T20:29Z,2018-04-12T14:25Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7516,2018-03-22T18:29Z,2018-04-18T14:14Z,geutebrueck,g-cam/efd-2250_firmware,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW
CVE-2018-7517,2018-03-21T20:29Z,2018-04-11T17:54Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7518,2018-05-24T20:29Z,2018-06-27T17:53Z,,,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7519,2018-03-21T20:29Z,2018-04-11T17:56Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7520,2018-03-22T18:29Z,2018-04-18T14:15Z,geutebrueck,g-cam/efd-2250_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7521,2018-03-21T20:29Z,2018-04-11T17:56Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7522,2018-05-04T17:29Z,2018-06-13T16:35Z,,,LOCAL,LOW,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-7523,2018-03-21T20:29Z,2018-04-11T17:57Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7524,2018-03-22T18:29Z,2018-04-18T14:16Z,geutebrueck,g-cam/efd-2250_firmware,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-7525,2018-03-21T20:29Z,2018-04-11T17:58Z,omron,cx-supervisor,LOCAL,LOW,NONE,LOW,LOW,LOW,LOW
CVE-2018-7526,2018-05-24T20:29Z,2018-06-27T17:53Z,,,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-7527,2018-04-26T20:29Z,2018-06-13T11:16Z,we-con,levistudio_hmi_editor,LOCAL,LOW,REQUIRED,NONE,LOW,LOW,LOW
CVE-2018-7528,2018-03-22T18:29Z,2018-04-18T14:52Z,geutebrueck,g-cam/efd-2250_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-7529,2018-03-14T18:29Z,2018-06-07T13:03Z,osisoft,pi_data_archive,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7530,2018-04-17T19:29Z,2018-05-22T17:19Z,omron,cx-flnet,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7531,2018-03-14T18:29Z,2018-06-13T16:50Z,osisoft,pi_data_archive,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7532,2018-03-22T18:29Z,2018-04-18T14:09Z,geutebrueck,g-cam/efd-2250_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7533,2018-03-14T18:29Z,2018-06-13T16:49Z,osisoft,pi_data_archive,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7534,2018-05-30T21:29Z,2018-07-05T16:42Z,,,LOCAL,HIGH,NONE,LOW,HIGH,NONE,NONE
CVE-2018-7535,2018-07-13T17:29Z,2018-09-10T16:36Z,,,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7536,2018-03-09T20:29Z,2018-04-03T01:29Z,djangoproject,django,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-7537,2018-03-09T20:29Z,2018-04-03T01:29Z,djangoproject,django,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW
CVE-2018-7538,2018-03-12T21:29Z,2018-04-10T15:22Z,enalean,tuleap,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7539,2018-04-17T20:29Z,2018-05-23T18:08Z,appeartv,xc5000_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7540,2018-02-27T19:29Z,2018-05-13T01:29Z,debian,debian_linux,LOCAL,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-7541,2018-02-27T19:29Z,2018-05-13T01:29Z,debian,debian_linux,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7542,2018-02-27T19:29Z,2018-05-13T01:29Z,debian,debian_linux,LOCAL,LOW,NONE,LOW,NONE,NONE,HIGH
CVE-2018-7543,2018-03-26T18:29Z,2018-04-18T15:37Z,snapcreek,duplicator,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-7544,2018-03-16T15:29Z,2018-04-10T15:15Z,openvpn,openvpn,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH
CVE-2018-7546,2018-07-18T16:29Z,2018-09-14T17:06Z,kingsoft,jinshan_pdf,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7547,2018-02-27T21:29Z,2018-03-23T13:57Z,lyadmin_project,lyadmin,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-7548,2018-02-27T22:29Z,2018-03-21T01:29Z,zsh_project,zsh,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7549,2018-02-27T22:29Z,2018-03-21T01:29Z,zsh_project,zsh,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7550,2018-03-01T17:29Z,2018-09-07T10:29Z,qemu,qemu,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-7551,2018-02-28T06:29Z,2018-04-08T01:29Z,sam2p_project,sam2p,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7552,2018-02-28T06:29Z,2018-04-08T01:29Z,sam2p_project,sam2p,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7553,2018-02-28T06:29Z,2018-04-08T01:29Z,sam2p_project,sam2p,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7554,2018-02-28T06:29Z,2018-04-08T01:29Z,sam2p_project,sam2p,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7556,2018-02-28T07:29Z,2018-03-23T16:28Z,debian,debian_linux,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-7557,2018-02-28T07:29Z,2018-07-28T01:29Z,ffmpeg,ffmpeg,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-7559,2018-06-13T18:29Z,2018-08-11T17:55Z,opcfoundation,ua-.net-legacy,NETWORK,HIGH,NONE,LOW,HIGH,NONE,NONE
CVE-2018-7560,2018-03-04T20:29Z,2018-03-27T18:11Z,aws-lambda-multipart-parser_project,aws-lambda-multipart-parser,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-7561,2018-03-01T15:29Z,2018-03-23T15:46Z,tendacn,ac9_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-7562,2018-03-12T21:29Z,2018-04-11T15:02Z,glpi-project,glpi,NETWORK,HIGH,NONE,LOW,HIGH,HIGH,HIGH
